path	line	text	classification
docs/RESULTS.md	203	path: CPU-good manual Q/DQ INT8 exists, but rt204 SpaceMIT EP fails Q/DQ Conv	active-user-facing
docs/RESULTS.md	205	minimal repro is documented in `docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md`.	active-user-facing
docs/RESULTS.md	211	- `docs/YOLO26_VS_YOLO11_BASELINE.md`	active-user-facing
docs/RESULTS.md	229	- Primary production visual branch: generated `dynamic640` INT8 on `rt201`.	active-user-facing
docs/RESULTS.md	230	- Default normal camera branch: generated `dynamic640` INT8 on `rt201`.	active-user-facing
docs/RESULTS.md	231	- Fast-live branch: official vendor320 INT8 on `rt123`, `320x320` letterbox.	active-user-facing
docs/RESULTS.md	232	- Vendor320 raw `rt201` remains benchmark/perf-only.	active-user-facing
docs/RESULTS.md	234	`rt201`/`rt202b1`.	active-user-facing
docs/RESULTS.md	235	- Stable `rt202` remains evaluated but not adopted.	active-user-facing
docs/RESULTS.md	248	| Fresh clone runtime fetch | fixed | Raw `+beta1` URL for `rt202b1` produced 404; lock file now uses `%2Bbeta1`. |	active-user-facing
docs/RESULTS.md	254	| Default image visual | `rt201` | pass | 14 objects, total `843.955 ms`, `1.185 FPS` full image run. |	active-user-facing
docs/RESULTS.md	255	| Normal camera | `rt201` | pass | Stable `/dev/v4l/by-id/... -> /dev/video20`, MJPG `1280x720`, frame 30 total `242.878 ms`, effective `2.365 FPS`. |	active-user-facing
docs/RESULTS.md	256	| Fast-live camera | `rt123` | pass | Stable camera path, YUYV `640x480`, frame 60 total `64.167 ms`, effective `10.571 FPS`. |	active-user-facing
docs/RESULTS.md	257	| Forced headless normal | `rt201` | pass | Explicit headless fallback and progress logs, frame 30 total `249.434 ms`. |	active-user-facing
docs/RESULTS.md	258	| Forward benchmark smoke | `rt201` vendor320 perf | pass | app forward `23.934424 ms`, `41.780826 FPS`. |	active-user-facing
docs/RESULTS.md	259	| Full benchmark smoke | `rt123` vendor320 visual | pass | app full `56.165549 ms`, `17.804509 FPS`. |	active-user-facing
docs/RESULTS.md	264	## Day 2 RC soak and stable rt202 evaluation, 2026-06-28	active-user-facing
docs/RESULTS.md	274	- Primary production visual branch: generated `dynamic640` INT8 on `rt201`.	active-user-facing
docs/RESULTS.md	275	- Default image visual path: generated `dynamic640` INT8 on `rt201`.	active-user-facing
docs/RESULTS.md	276	- Default normal camera path: generated `dynamic640` INT8 on `rt201`.	active-user-facing
docs/RESULTS.md	277	- Fast-live camera path: official vendor320 INT8 on `rt123`, `320x320` letterbox.	active-user-facing
docs/RESULTS.md	278	- Vendor320 trusted visual path: official vendor320 INT8 on `rt123`.	active-user-facing
docs/RESULTS.md	279	- Vendor320 low-latency benchmark path: raw `rt201`, perf-only.	active-user-facing
docs/RESULTS.md	280	- FP16: experimental; `keep_io` FP16 `640x640` remains usable on `rt201` and `rt202b1`.	active-user-facing
docs/RESULTS.md	281	- Stable `rt202` = `spacemit-ort.riscv64.2.0.2` is fetchable/selectable for	active-user-facing
docs/RESULTS.md	285	### Day 2 stable rt202 decision	active-user-facing
docs/RESULTS.md	289	| Can stable `rt202` replace `rt202b1` in active helper/docs? | No | `rt202b1` passes FP16 keep_io 640; stable `rt202` aborts on the same model. |	active-user-facing
docs/RESULTS.md	290	| Can stable `rt202` replace `rt201` for dynamic640 production? | No | Dynamic640 image and forward/full runs abort on stable `rt202`; `rt201` passes. |	active-user-facing
docs/RESULTS.md	291	| Can stable `rt202` improve FP16 640 experimental path? | No | Stable `rt202` aborts; `rt201` and `rt202b1` pass. |	active-user-facing
docs/RESULTS.md	292	| Can stable `rt202` fix vendor320 2.0.x issues? | No | Vendor320 stable `rt202` aborts before a usable semantic verdict. |	active-user-facing
docs/RESULTS.md	293	| Should beta/RC `rt202b1` be removed from active repo paths? | No | It remains the only validated 2.0.2-line experimental FP16 640 path. |	active-user-facing
docs/RESULTS.md	295	Stable `rt202` was retested after a board reboot. Post-reboot `/dev/tcm` had no	active-user-facing
docs/RESULTS.md	296	`fuser`/`lsof` users, but stable `rt202` still aborted on dynamic640, FP16 640,	active-user-facing
docs/RESULTS.md	297	and vendor320 checks.	active-user-facing
docs/RESULTS.md	303	| Default production visual | `rt201` | generated `dynamic640` INT8 | pass | 14 | 28.051 | 791.126 | 17.337 | 858.361 | 1.165 | reasonable |	active-user-facing
docs/RESULTS.md	304	| Vendor320 trusted visual | `rt123` | official vendor320 INT8 | pass | 8 | 11.615 | 151.690 | 10.349 | 193.223 | 5.175 | reasonable; first run includes startup overhead |	active-user-facing
docs/RESULTS.md	305	| Vendor320 raw perf sanity | `rt201` | official vendor320 INT8, workaround off | pass as raw/perf | 0 | 10.336 | 141.224 | 4.296 | 166.567 | 6.004 | not a visual default |	active-user-facing
docs/RESULTS.md	306	| Vendor320 `rt201` workaround | `rt201` | SHA256-guarded visual workaround | pass | 9 | 10.948 | 142.432 | 4.492 | 178.049 | 5.616 | reasonable, non-default |	active-user-facing
docs/RESULTS.md	307	| Fast-live still path | `rt123` | official vendor320 INT8 | pass | 8 | 10.534 | 63.845 | 4.400 | 98.798 | 10.122 | reasonable |	active-user-facing
docs/RESULTS.md	308	| FP16 keep_io 640 | `rt201` | experimental FP16 | pass | 13 | 28.166 | 420.125 | 17.430 | 485.721 | 2.059 | reasonable |	active-user-facing
docs/RESULTS.md	309	| FP16 keep_io 640 | `rt202b1` | experimental FP16 | pass | 13 | 27.989 | 438.632 | 17.298 | 503.659 | 1.985 | reasonable |	active-user-facing
docs/RESULTS.md	310	| FP16 keep_io 320 | `rt201` | experimental FP16 | expected fail | n/a | n/a | n/a | n/a | n/a | n/a | EP reshape failure |	active-user-facing
docs/RESULTS.md	311	| Dynamic640 candidate | `rt202` stable | generated `dynamic640` INT8 | fail | n/a | n/a | n/a | n/a | n/a | n/a | aborts with `std::runtime_error` |	active-user-facing
docs/RESULTS.md	312	| FP16 keep_io 640 candidate | `rt202` stable | experimental FP16 | fail | n/a | n/a | n/a | n/a | n/a | n/a | aborts with `std::runtime_error` |	active-user-facing
docs/RESULTS.md	313	| Vendor320 candidate | `rt202` stable | official vendor320 INT8 | fail | n/a | n/a | n/a | n/a | n/a | n/a | aborts; no modern-runtime vendor320 fix |	active-user-facing
docs/RESULTS.md	319	| Normal camera default | `rt201` | display auto -> on, headless off | `/dev/v4l/by-id/... -> /dev/video20`, MJPG, `1280x720` | 60 | 245.835 | 4.068 | 2.316 | pass |	active-user-facing
docs/RESULTS.md	320	| Fast-live camera | `rt123` | display auto -> on, headless off | `/dev/v4l/by-id/... -> /dev/video20`, YUYV, `640x480` | 80 | 69.089 | 14.474 | 8.928 | pass |	active-user-facing
docs/RESULTS.md	321	| Forced headless normal | `rt201` | display off, headless on | same USB camera | 20 | 248.222 | 4.029 | 2.279 | pass |	active-user-facing
docs/RESULTS.md	322	| Forced headless fast-live | `rt123` | display off, headless on | same USB camera | 50 | 66.061 | 15.137 | 10.390 | pass |	active-user-facing
docs/RESULTS.md	323	| Normal still save | `rt201` | headless still | JPEG `1280x720` | 1 | 863.934 | 1.157 | 0.758 | pass |	active-user-facing
docs/RESULTS.md	324	| Fast-live still save | `rt123` | headless still | JPEG `640x480` | 1 | 88.895 | 11.249 | 2.356 | pass |	active-user-facing
docs/RESULTS.md	326	Stable `rt202` was not expanded into camera testing because it failed the image	active-user-facing
docs/RESULTS.md	336	| Vendor320 low-latency perf | `rt201` | official vendor320 INT8 | 24.4143 | 40.9483 | forward | 24.210065 | 41.305136 | perf-only branch |	active-user-facing
docs/RESULTS.md	337	| Vendor320 trusted visual control | `rt123` | official vendor320 INT8 | 48.3266 | 20.6767 | forward | 49.095494 | 20.368468 | visual branch |	active-user-facing
docs/RESULTS.md	338	| Vendor320 trusted visual control | `rt123` | official vendor320 INT8 | n/a | n/a | full | 57.540777 | 17.378980 | full image pipeline |	active-user-facing
docs/RESULTS.md	339	| Primary dynamic640 visual | `rt201` | generated dynamic640 INT8 | 190.024 | 5.2623 | forward | 190.567794 | 5.247476 | primary production visual branch |	active-user-facing
docs/RESULTS.md	340	| Primary dynamic640 visual | `rt201` | generated dynamic640 INT8 | n/a | n/a | full | 233.480423 | 4.283014 | full image pipeline |	active-user-facing
docs/RESULTS.md	341	| FP16 keep_io 640 | `rt201` | experimental FP16 | 270.867 | 3.69176 | forward | 273.265611 | 3.659443 | experimental |	active-user-facing
docs/RESULTS.md	342	| FP16 keep_io 640 | `rt202b1` | experimental FP16 | 293.060863 | 3.41212 | forward | 294.988206 | 3.389966 | experimental |	active-user-facing
docs/RESULTS.md	343	| Dynamic640 candidate | `rt202` stable | generated dynamic640 INT8 | fail | fail | forward/full | fail | fail | `tcm buffer acquire/alloc failed` / abort |	active-user-facing
docs/RESULTS.md	344	| FP16 keep_io 640 candidate | `rt202` stable | experimental FP16 | fail | fail | forward | fail | fail | abort; does not replace `rt202b1` |	active-user-facing
docs/RESULTS.md	345	| Vendor320 candidate | `rt202` stable | official vendor320 INT8 | fail | fail | forward | fail | fail | abort; no vendor320 fix |	active-user-facing
docs/RESULTS.md	351	| `rt123` | production trusted for vendor320 visual and fast-live | Keep. |	active-user-facing
docs/RESULTS.md	352	| `rt201` | production primary dynamic640 and vendor320 perf | Keep. |	active-user-facing
docs/RESULTS.md	353	| `rt202b1` | active experimental FP16 640 fallback | Keep because stable `rt202` failed replacement testing. |	active-user-facing
docs/RESULTS.md	354	| `rt202` stable | evaluated, not adopted | Pinned and selectable only for reproducibility; crashes current paths. |	active-user-facing
docs/RESULTS.md	356	YOLO26n remains P2. Day 2 did not reopen YOLO26n R&D because stable `rt202`	active-user-facing
docs/RESULTS.md	369	- Primary production visual branch: generated `dynamic640` INT8 on `rt201`.	active-user-facing
docs/RESULTS.md	370	- Default image visual path: generated `dynamic640` INT8 on `rt201`.	active-user-facing
docs/RESULTS.md	371	- Default normal camera path: generated `dynamic640` INT8 on `rt201`.	active-user-facing
docs/RESULTS.md	372	- Fast-live camera path: official vendor320 INT8 on `rt123`, `320x320` letterbox.	active-user-facing
docs/RESULTS.md	373	- Vendor320 trusted visual path: official vendor320 INT8 on `rt123`.	active-user-facing
docs/RESULTS.md	374	- Vendor320 low-latency benchmark path: raw `rt201`, perf-only.	active-user-facing
docs/RESULTS.md	375	- FP16: experimental; `keep_io` FP16 `640x640` works on `rt201` and `rt202b1`.	active-user-facing
docs/RESULTS.md	381	| Default production visual | `rt201` | generated `dynamic640` INT8 | pass | 14 | 27.932 | 820.408 | 17.365 | 887.258 | 1.127 | reasonable |	active-user-facing
docs/RESULTS.md	382	| Vendor320 trusted visual | `rt123` | official vendor320 INT8 | pass | 8 | 10.326 | 63.708 | 4.411 | 97.765 | 10.229 | reasonable |	active-user-facing
docs/RESULTS.md	383	| Vendor320 `rt201` raw perf | `rt201` | official vendor320 INT8 | pass | n/a | n/a | 25.135 forward-only | n/a | n/a | 39.786 forward-only | perf-only, not visual default |	active-user-facing
docs/RESULTS.md	384	| Vendor320 `rt201` workaround | `rt201` | SHA256-guarded visual workaround | pass | 9 | 9.862 | 184.588 | 4.456 | 219.678 | 4.552 | reasonable, slower than `rt123` |	active-user-facing
docs/RESULTS.md	385	| FP16 keep_io 640 | `rt201` | experimental FP16 | pass | 13 | 29.619 | 406.901 | 17.301 | 474.652 | 2.107 | reasonable |	active-user-facing
docs/RESULTS.md	386	| FP16 keep_io 640 | `rt202b1` | experimental FP16 | pass | 13 | 27.777 | 435.406 | 17.336 | 499.653 | 2.001 | reasonable |	active-user-facing
docs/RESULTS.md	387	| FP16 keep_io 320 | `rt201`/`rt202b1` | experimental FP16 | expected fail | n/a | n/a | n/a | n/a | n/a | n/a | remains unsupported |	active-user-facing
docs/RESULTS.md	393	| Normal camera default | `rt201` | display off, headless on | `/dev/v4l/by-id/... -> /dev/video20`, MJPG, `1280x720` | 60 | 268.892 | 3.719 | pass |	active-user-facing
docs/RESULTS.md	394	| Fast-live camera | `rt123` | display on, headless off | `/dev/v4l/by-id/... -> /dev/video20`, `640x480` | 80 | 68.883 | 14.517 | pass |	active-user-facing
docs/RESULTS.md	395	| Forced headless normal | `rt201` | display off, headless on | same USB camera | 20 | 250.104 | 3.998 | pass |	active-user-facing
docs/RESULTS.md	396	| Forced headless fast-live | `rt123` | display off, headless on | same USB camera | 50 | 67.980 | 14.710 | pass |	active-user-facing
docs/RESULTS.md	397	| Normal still save | `rt201` | headless still | JPEG `1280x720` | 1 | 863.969 | 1.157 | pass |	active-user-facing
docs/RESULTS.md	398	| Fast-live still save | `rt123` | headless still | JPEG `640x480` | 1 | 86.837 | 11.516 | pass |	active-user-facing
docs/RESULTS.md	410	| Vendor320 low-latency perf | `rt201` | official vendor320 INT8 | 24.6879 | 40.4957 | forward | 25.134561 | 39.785855 | perf-only branch |	active-user-facing
docs/RESULTS.md	411	| Vendor320 trusted visual control | `rt123` | official vendor320 INT8 | 48.7262 | 20.5072 | forward | 49.203386 | 20.323804 | visual branch |	active-user-facing
docs/RESULTS.md	412	| Primary dynamic640 visual | `rt201` | generated dynamic640 INT8 | 190.245 | 5.25614 | forward | 192.232816 | 5.202025 | primary production visual branch |	active-user-facing
docs/RESULTS.md	413	| Primary dynamic640 visual | `rt201` | generated dynamic640 INT8 | n/a | n/a | full | 232.189709 | 4.306823 | full image pipeline |	active-user-facing
docs/RESULTS.md	414	| FP16 keep_io 640 | `rt201` | experimental FP16 | 272.964 | 3.663487 | forward | 273.233840 | 3.659869 | experimental |	active-user-facing
docs/RESULTS.md	415	| FP16 keep_io 640 | `rt202b1` | experimental FP16 | 292.900412 | 3.414130 | forward | 294.169391 | 3.399402 | experimental |	active-user-facing
docs/RESULTS.md	425	- Board rt201 app smoke ran both float ONNX and dynamic INT8 ONNX, but both produced a giant false `refrigerator` box on the canonical photo.	active-user-facing
docs/RESULTS.md	431	- Required image: `<legacy-home-path>`	active-user-facing
docs/RESULTS.md	432	- Vendor INT8 320x320 is now validated as a trustworthy visual path on runtime `rt123` (`spacemit-ort.riscv64.1.2.3`) with letterbox preprocessing.	active-user-facing
docs/RESULTS.md	433	- Vendor INT8 320x320 remains the low-latency benchmark path on runtime `rt201` (`spacemit-ort.riscv64.2.0.1`).	active-user-facing
docs/RESULTS.md	434	- Public `rt201` also has a correctness workaround for vendor320 visual inference:	active-user-facing
docs/RESULTS.md	435	- `SPACEMIT_EP_DISABLE_FLOAT16_EPILOGUE=1`	active-user-facing
docs/RESULTS.md	436	- `SPACEMIT_EP_DISABLE_OP_NAME_FILTER=/model.23/Slice;/model.23/Slice_1;/model.23/Add_1;/model.23/Add_2;/model.23/Sub;/model.23/Sub_1`	active-user-facing
docs/RESULTS.md	437	- it produces semantically good canonical-photo detections, but it is much slower than `rt123`	active-user-facing
docs/RESULTS.md	446	- model: official vendor320 INT8 ONNX	active-user-facing
docs/RESULTS.md	447	- runtime: `rt123`	active-user-facing
docs/RESULTS.md	490	- Measured live camera timing on the fast-live path (`vendor320 rt123`, `640x480`, `MAX_FRAMES=20`, headless):	active-user-facing
docs/RESULTS.md	529	- Vendor320 perf stack (`rt201`) `onnxruntime_perf_test`:	active-user-facing
docs/RESULTS.md	532	- Vendor320 perf stack (`rt201`) application forward-only:	active-user-facing
docs/RESULTS.md	535	- Vendor320 visual stack (`rt123`) `onnxruntime_perf_test`:	active-user-facing
docs/RESULTS.md	538	- Vendor320 visual stack (`rt123`) application forward-only:	active-user-facing
docs/RESULTS.md	550	- Vendor320 visual stack (`rt123`) application full pipeline:	active-user-facing
docs/RESULTS.md	556	- A corrected vendor320 camera run on the real USB camera with default settings:	active-user-facing
docs/RESULTS.md	563	- The decisive root-cause pass showed that vendor320 is runtime-version-sensitive on the public stack:	active-user-facing
docs/RESULTS.md	567	- A clean-room follow-up pass closed the remaining rt201 question:	active-user-facing
docs/RESULTS.md	570	- official vendor example on `rt201` still failed semantically	active-user-facing
docs/RESULTS.md	571	- repo app on `rt201` still failed semantically	active-user-facing
docs/RESULTS.md	572	- `rt202b1` (`2.0.2+beta1`) matched the same bad vendor320 output family as `rt201`	active-user-facing
docs/RESULTS.md	573	- public package line `1.2.4` was semantically good for vendor320 but still broke dynamic640 badly	active-user-facing
docs/RESULTS.md	576	- `rt201`, tarball `rt202b1`, and package `pkg202fix` all stayed bad for vendor320 across graph optimization levels `0`, `1`, `2`, and `99`	active-user-facing
docs/RESULTS.md	577	- public float `yolov11n_320x320.onnx` was not a rescue path on 2.0.x either; the EP failed during reshape/compile instead	active-user-facing
docs/RESULTS.md	578	- no compatible public 2.0.x vendor320 chain was found	active-user-facing
docs/RESULTS.md	580	- `SPACEMIT_EP_DISABLE_FLOAT16_EPILOGUE=1` alone does not fix vendor320 on `rt201` or `rt202b1`	active-user-facing
docs/RESULTS.md	581	- optimized models generated by `rt123`, `rt201`, and `rt202b1` all replay with the same good CPU semantics on stable `rt123` CPU, so host graph rewrite is not the corruption point	active-user-facing
docs/RESULTS.md	582	- the public `rt201` corruption is in EP execution, specifically the `/model.23` tail	active-user-facing
docs/RESULTS.md	583	- keeping `/model.23/Slice`, `/model.23/Slice_1`, `/model.23/Add_1`, `/model.23/Add_2`, `/model.23/Sub`, and `/model.23/Sub_1` on CPU, together with `SPACEMIT_EP_DISABLE_FLOAT16_EPILOGUE=1`, restores a semantically good vendor320 result on `rt201`	active-user-facing
docs/RESULTS.md	584	- the same workaround does not restore `rt202b1`	active-user-facing
docs/RESULTS.md	586	- `1.2.x` vendor320 line (`1.2.3`, `1.2.4`) is stable across warmup counts	active-user-facing
docs/RESULTS.md	587	- `2.0.x` public line (`2.0.1`, `2.0.2+beta1`) changes vendor320 raw output hashes across warmup counts even when input hash is fixed	active-user-facing
docs/RESULTS.md	589	- vendor320 visual path -> `rt123`	active-user-facing
docs/RESULTS.md	590	- vendor320 low-latency benchmark path -> `rt201`	active-user-facing
docs/RESULTS.md	591	- dynamic640 path -> `rt201`	active-user-facing
docs/RESULTS.md	592	- forced `rt201` visual runs now auto-apply the validated public workaround, but defaults still prefer `rt123` because the workaround is much slower	active-user-facing
docs/RESULTS.md	594	- The validated `vendor320 rt201` visual workaround is now guarded by the official vendor320 model SHA256, so it is not silently applied to arbitrary `320`-named models.	active-user-facing
docs/RESULTS.md	596	- `scripts/vendor320_runtime_matrix.sh`	active-user-facing
docs/RESULTS.md	597	- it saves `rt123`, `rt201 raw`, and `rt201 fixed` image outputs plus a compact matrix table	active-user-facing
docs/RESULTS.md	606	- Official vendor 640x640 INT8 YOLO11n model was not found in the pinned public archive.	active-user-facing
docs/RESULTS.md	613	- model family: YOLO11n ONNX	active-user-facing
docs/RESULTS.md	615	- runtimes tested: `rt123`, `rt201`, `rt202b1`	active-user-facing
docs/RESULTS.md	617	- no public official/vendor YOLO11n FP16 ONNX for `320` or `640` was found in the pinned public sources used by this repo	active-user-facing
docs/RESULTS.md	635	| `yolov11n_320x320.fp16.onnx` | true FP16 I/O | `FLOAT16` | `FLOAT16` | `ebcbf994e3fea1ca6dfc9be1a3b7c18ec760b078f71e929c192a0d48c671e411` | dtype-correct, but not runnable on the tested public board runtimes |	active-user-facing
docs/RESULTS.md	636	| `yolov11n_640x640.fp16.onnx` | true FP16 I/O | `FLOAT16` | `FLOAT16` | `ec7a8b5db9b4b022f98ea3ce7e887119a996637ba07be839b51b4970c2df61fd` | dtype-correct, but not runnable on the tested public board runtimes |	active-user-facing
docs/RESULTS.md	637	| `yolov11n_320x320.fp16_iop32.onnx` | internal FP16 / FP32 I/O | `FLOAT` | `FLOAT` | `3291474d7a8e40bc0fabf6feb054942675f562dab0c04666bddd47662eb27b69` | final tested `320` FP16 path |	active-user-facing
docs/RESULTS.md	638	| `yolov11n_640x640.fp16_iop32.onnx` | internal FP16 / FP32 I/O | `FLOAT` | `FLOAT` | `4742625978c4b5cc25282bf02890837fcea7762d5536fe55e583311ce9b14593` | final tested `640` FP16 path |	active-user-facing
docs/RESULTS.md	647	| `rt123` | `fp16-320 keep_io` | fail |  |  | heap corruption (`free(): invalid next size`) |	active-user-facing
docs/RESULTS.md	648	| `rt123` | `fp16-640 keep_io` | fail |  |  | heap corruption (`free(): corrupted unsorted chunks`) |	active-user-facing
docs/RESULTS.md	649	| `rt201` | `fp16-320 keep_io` | fail |  |  | SpaceMIT EP reshape error |	active-user-facing
docs/RESULTS.md	650	| `rt201` | `fp16-640 keep_io` | ok | `271.549` | `3.682577` | stable |	active-user-facing
docs/RESULTS.md	651	| `rt202b1` | `fp16-320 keep_io` | fail |  |  | SpaceMIT EP compile/reshape error |	active-user-facing
docs/RESULTS.md	652	| `rt202b1` | `fp16-640 keep_io` | ok | `293.624088` | `3.405715` | stable |	active-user-facing
docs/RESULTS.md	658	| `rt123` | `fp16-320 keep_io` | fail |  |  |  | heap corruption |	active-user-facing
docs/RESULTS.md	659	| `rt123` | `fp16-640 keep_io` | fail |  |  |  | heap corruption |	active-user-facing
docs/RESULTS.md	660	| `rt201` | `fp16-320 keep_io` | fail |  |  |  | metadata/runtime error before usable inference |	active-user-facing
docs/RESULTS.md	661	| `rt201` | `fp16-640 keep_io` | ok | `273.951889` | `0.548755` | `3.650276` | stable |	active-user-facing
docs/RESULTS.md	662	| `rt202b1` | `fp16-320 keep_io` | fail |  |  |  | metadata/runtime error before usable inference |	active-user-facing
docs/RESULTS.md	663	| `rt202b1` | `fp16-640 keep_io` | ok | `295.421328` | `0.616934` | `3.384996` | stable |	active-user-facing
docs/RESULTS.md	669	| `rt123` | `fp16-320 keep_io` | fail |  |  |  |  |  |  | heap corruption |	active-user-facing
docs/RESULTS.md	670	| `rt123` | `fp16-640 keep_io` | fail |  |  |  |  |  |  | heap corruption |	active-user-facing
docs/RESULTS.md	671	| `rt201` | `fp16-320 keep_io` | fail |  |  |  |  |  |  | metadata/runtime error |	active-user-facing
docs/RESULTS.md	672	| `rt201` | `fp16-640 keep_io` | ok | `13` | `28.385` | `431.284` | `17.391` | `497.471` | `2.010` | semantically reasonable canonical-photo output |	active-user-facing
docs/RESULTS.md	673	| `rt202b1` | `fp16-320 keep_io` | fail |  |  |  |  |  |  | metadata/runtime error |	active-user-facing
docs/RESULTS.md	674	| `rt202b1` | `fp16-640 keep_io` | ok | `13` | `28.189` | `437.294` | `17.130` | `501.964` | `1.992` | semantically reasonable canonical-photo output |	active-user-facing
docs/RESULTS.md	678	- `rt201 + fp16-640 keep_io`	active-user-facing
docs/RESULTS.md	681	- `rt202b1 + fp16-640 keep_io`	active-user-facing
docs/RESULTS.md	683	- slightly slower than `rt201`	active-user-facing
docs/RESULTS.md	684	- `rt123 + fp16-320/640 keep_io`	active-user-facing
docs/RESULTS.md	687	- `rt201/rt202b1 + fp16-320 keep_io`	active-user-facing
docs/RESULTS.md	695	- this repository now has honest FP16 coverage for YOLO11n, but not a full “everything works” matrix	active-user-facing
docs/RESULTS.md	699	- `rt201` or `rt202b1`	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	15	| Loader | `app/bin/banana_yolo11_demo`, `bin/banana_yolo11_demo_rt201`, `bin/banana_yolo11_demo_rt123` | local repo runtime/OpenCV resolution | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	16	| Image | default generated dynamic640 INT8 on `rt201` | semantically reasonable | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	17	| Image | vendor320 trusted visual on `rt123` | semantically reasonable | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	18	| Image | vendor320 raw `rt201` perf path | forward-only/perf sanity | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	19	| Image | vendor320 `rt201` workaround | semantically reasonable and SHA256-guarded | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	20	| Image | FP16 keep_io 640 on `rt201` | experimental smoke | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	21	| Image | FP16 keep_io 640 on `rt202b1` | experimental smoke | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	28	| Performance | vendor320/dynamic640/FP16 matrix | fresh Day 1 numbers captured | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	49	| Default image visual | `./scripts/run_image_demo.sh` | `dynamic640` INT8 on `rt201` |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	50	| Normal camera | `./scripts/run_camera_demo.sh` | `dynamic640` INT8 on `rt201` |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	51	| Fast-live camera | `./scripts/run_camera_demo_fast.sh` | vendor320 INT8 on `rt123` |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	56	## Day 2 RC Soak / Stable rt202 Evaluation	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	67	| Build | all active variants plus `rt202` candidate | pass | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	68	| Deploy | `rt123`, `rt201`, `rt202b1`, `rt202` staged separately | pass | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	70	| Image | default generated dynamic640 INT8 on `rt201` | semantically reasonable | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	71	| Image | vendor320 trusted visual on `rt123` | semantically reasonable | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	72	| Image | vendor320 raw `rt201` perf path | perf/raw sanity only | pass as perf/raw |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	73	| Image | vendor320 `rt201` workaround | semantically reasonable and SHA256-guarded | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	74	| Image | FP16 keep_io 640 on `rt201` | experimental smoke | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	75	| Image | FP16 keep_io 640 on `rt202b1` | experimental smoke | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	77	| Stable rt202 | dynamic640, FP16 640, vendor320 | no crash before adoption | fail; not adopted |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	82	| Performance | vendor320/dynamic640/FP16 matrix | fresh Day 2 numbers captured | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	85	Stable `rt202` did not become a camera candidate because it failed the image and	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	105	| Loader | `app/bin/banana_yolo11_demo`, `bin/banana_yolo11_demo_rt201`, `bin/banana_yolo11_demo_rt123` | repo-local runtime/OpenCV resolution | pass |	active-user-facing
docs/PRODUCTION_TEST_MATRIX.md	106	| Image | default generated dynamic640 INT8 on `rt201` | semantically reasonable | pass |	active-user-facing
docs/PRODUCTION_SCOPE_2026-07-02.md	7	| Primary image visual | `rt201` | `models/generated/xquant_640/yolov11n_640x640.dynamic_int8.onnx` | supported | Main production visual branch. |	active-user-facing
docs/PRODUCTION_SCOPE_2026-07-02.md	8	| Primary normal camera | `rt201` | generated dynamic640 INT8 | supported | Best production visual quality branch. |	active-user-facing
docs/PRODUCTION_SCOPE_2026-07-02.md	9	| Fast-live camera | `rt123` | `models/vendor/yolo11/yolov11n_320x320.q.onnx` | supported | Responsive live branch, `320x320` letterbox, camera requested at `640x480`. |	active-user-facing
docs/PRODUCTION_SCOPE_2026-07-02.md	10	| Vendor320 visual | `rt123` | official vendor320 INT8 | supported | Trusted visual runtime for vendor320. |	active-user-facing
docs/PRODUCTION_SCOPE_2026-07-02.md	11	| Vendor320 low-latency benchmark | `rt201` | official vendor320 INT8 | supported as perf-only | Do not use as default visual path. |	active-user-facing
docs/PRODUCTION_SCOPE_2026-07-02.md	12	| Vendor320 rt201 visual workaround | `rt201` | official vendor320 INT8 | available | SHA256-guarded, slower than `rt123`; not default. |	active-user-facing
docs/PRODUCTION_SCOPE_2026-07-02.md	18	| FP16 keep_io 640 | `rt201` | experimental usable | Board-side coverage path, not production default. |	active-user-facing
